stname,countyname,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20
TN,Marion County,74,63,69,69,63,63,32,56,54,58,68,63,47,31,44,45,57,49,52,19,18,40,45
TN,Marshall County,66,59,58,60,54,28,15,39,23,34,41,49,24,17,36,21,30,27,35,17,12,28,24
TN,Maury County,79,61,54,57,60,32,16,32,23,33,36,43,34,21,30,23,29,30,29,21,13,26,27
TN,McMinn County,88,88,80,89,81,53,35,47,34,69,75,78,55,37,65,47,53,57,56,34,26,62,46
TN,McNairy County,100,78,77,82,88,64,27,59,46,72,67,77,49,39,57,63,60,56,59,42,35,57,57
TN,Meigs County,90,77,78,87,82,64,29,65,55,71,75,82,63,40,67,47,66,66,70,40,37,59,68
TN,Monroe County,75,74,72,73,69,26,17,42,31,46,45,50,34,20,46,33,38,40,44,24,12,37,34
TN,Montgomery County,84,71,61,64,67,33,12,42,32,41,51,48,16,6,36,24,35,34,37,15,1,30,31
TN,Moore County,95,84,84,78,87,67,57,66,66,79,73,67,58,45,61,68,67,61,63,42,43,54,59
TN,Morgan County,105,92,92,87,86,59,16,64,76,80,63,68,42,38,54,66,46,61,47,12,9,53,56
TN,Obion County,90,66,56,60,77,48,11,44,25,54,48,59,25,19,40,35,51,39,42,26,13,40,44
TN,Overton County,78,66,56,87,65,44,24,44,41,64,61,75,43,45,62,37,46,60,65,47,26,47,58
TN,Perry County,NA,NA,NA,NA,76,NA,49,61,50,NA,NA,NA,60,31,NA,NA,NA,NA,NA,NA,NA,NA,44
TN,Polk County,92,89,77,92,88,40,16,76,47,77,76,79,66,44,74,67,68,68,56,35,17,45,37
TN,Putnam County,97,86,85,85,92,69,43,63,59,70,79,82,63,36,61,52,53,62,57,38,28,57,56
TN,Rhea County,67,59,61,63,59,41,28,46,41,49,49,58,42,33,57,31,40,49,53,25,17,48,45
TN,Roane County,78,67,62,69,62,42,26,55,39,53,54,66,41,29,44,36,43,48,41,32,21,38,42
TN,Robertson County,85,72,67,66,61,32,20,48,32,49,52,56,32,18,43,40,43,47,47,22,11,42,43
TN,Rutherford County,76,65,60,62,61,35,17,32,22,36,40,46,30,16,30,22,29,33,32,17,4,25,26
TN,Scott County,73,57,70,68,76,57,34,61,27,61,55,51,51,54,40,43,43,45,49,37,24,58,29
TN,Sequatchie County,67,67,49,60,59,38,18,44,25,41,45,40,29,26,26,24,32,33,34,25,16,17,38
TN,Sevier County,91,80,82,89,84,61,65,49,39,50,49,58,43,27,48,25,34,41,45,23,16,38,35
TN,Shelby County,72,71,56,57,63,30,3,41,29,23,33,36,11,8,19,21,32,32,36,15,5,24,22
TN,Smith County,85,79,74,70,79,50,29,59,43,61,66,61,41,26,56,55,56,59,55,31,24,54,55
TN,Stewart County,52,49,48,36,86,16,25,29,23,29,42,32,13,23,34,20,45,26,25,11,6,21,15
TN,Sullivan County,89,80,73,82,72,41,31,58,55,59,65,65,52,21,52,34,40,50,49,30,16,47,49
TN,Sumner County,70,61,49,49,52,32,17,32,20,31,39,40,23,18,26,21,27,30,27,19,10,26,27
TN,Tipton County,82,83,67,80,72,35,10,50,42,43,51,50,25,22,46,42,49,53,47,23,14,38,41
TN,Trousdale County,97,100,80,94,84,63,31,69,67,73,67,79,46,25,47,61,53,56,51,25,29,67,34
TN,Unicoi County,89,69,55,56,63,26,24,40,28,37,57,48,32,7,31,30,24,35,35,8,7,31,31
TN,Union County,87,88,73,83,83,47,30,67,51,58,63,63,44,31,54,43,51,55,49,32,26,57,56
TN,Van Buren County,68,74,23,66,67,13,11,33,0,17,10,73,8,53,20,12,11,18,43,10,4,12,6
TN,Warren County,81,62,57,71,58,44,19,45,27,49,55,58,41,30,44,25,28,54,34,19,7,38,29
TN,Washington County,90,80,75,82,71,40,25,46,50,48,57,64,43,16,50,29,34,41,45,24,9,41,39
TN,Wayne County,75,49,31,48,16,12,4,24,13,38,36,27,11,10,26,23,27,12,30,11,6,15,15
TN,Weakley County,82,65,53,49,64,34,16,56,21,46,46,47,25,18,31,25,41,48,36,20,11,37,24
TN,White County,95,79,70,75,67,40,20,64,34,35,52,68,36,66,62,36,42,37,46,19,8,48,44
TN,Williamson County,62,49,39,43,45,31,13,18,9,20,25,28,21,14,16,8,17,19,20,14,6,13,13
TN,Wilson County,69,59,49,53,52,34,18,31,20,33,38,42,26,18,31,19,28,31,31,16,7,25,26
TX,Anderson County,92,72,72,72,69,42,15,61,60,66,68,71,26,34,45,48,58,52,55,16,11,50,51
TX,Andrews County,73,71,89,117,95,41,34,59,51,75,66,66,44,24,56,59,59,56,56,25,1,37,43
TX,Angelina County,88,76,68,77,80,53,32,66,64,68,69,75,40,35,50,54,58,60,54,22,17,52,59
TX,Aransas County,106,95,93,93,79,45,43,60,53,51,55,49,43,13,36,25,25,33,33,1,3,8,27
TX,Archer County,95,83,76,82,89,64,28,71,77,75,85,74,12,23,38,51,53,44,62,7,13,63,72
TX,Atascosa County,79,77,74,65,73,27,17,45,50,42,42,52,24,12,36,43,38,40,39,16,8,36,34
TX,Austin County,59,61,55,53,52,32,9,47,40,36,33,43,21,10,34,28,35,32,35,8,8,31,35
TX,Bailey County,62,35,NA,NA,NA,NA,NA,16,24,26,24,32,18,10,19,30,19,23,29,NA,15,27,31
TX,Bandera County,89,78,62,61,56,2,1,36,41,30,19,36,8,1,27,26,30,26,12,0,0,22,21
TX,Bastrop County,80,69,55,55,48,16,7,46,34,32,29,39,12,7,26,30,25,20,17,3,1,24,25
TX,Bee County,83,68,75,80,71,46,44,70,56,54,48,60,40,23,38,47,40,42,60,21,20,37,47
TX,Bell County,77,75,68,67,63,23,7,54,32,36,33,41,14,3,17,33,36,25,28,1,0,23,34
TX,Bexar County,72,64,58,53,54,14,5,33,35,15,17,25,8,1,8,17,19,14,19,0,0,11,14
TX,Blanco County,99,83,65,70,56,26,9,41,51,51,43,44,20,11,38,44,40,27,27,0,2,35,32
TX,Bosque County,77,73,67,63,59,25,6,60,21,40,34,48,22,14,35,35,43,38,38,6,3,34,45
TX,Bowie County,83,80,72,75,80,57,29,69,67,73,74,82,14,21,47,56,64,61,56,22,11,53,57
TX,Brazoria County,68,57,54,53,52,23,14,37,38,28,28,28,13,8,22,25,25,25,28,6,6,23,25
TX,Brazos County,107,96,89,83,87,40,26,64,61,48,46,65,24,14,33,45,48,50,50,23,6,39,44
TX,Brewster County,149,197,449,161,NA,NA,NA,NA,NA,NA,57,33,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA
TX,Brooks County,38,68,61,69,90,103,27,55,49,67,24,44,20,7,16,21,31,17,20,18,8,25,25
TX,Brown County,90,76,79,79,83,57,42,75,75,78,74,76,61,40,62,71,69,66,58,32,18,59,63
TX,Burleson County,71,77,63,53,50,33,19,63,47,42,33,41,19,8,31,35,36,35,41,5,8,32,39
TX,Burnet County,90,80,68,68,62,22,12,44,50,56,31,44,23,18,30,48,42,33,27,6,5,35,38
TX,Caldwell County,83,66,66,55,51,14,11,54,49,47,39,47,16,8,21,35,40,35,30,8,4,26,26
TX,Calhoun County,94,94,87,92,91,82,35,72,77,53,51,54,31,32,32,50,49,49,44,13,16,23,49
TX,Callahan County,96,81,81,85,87,64,20,83,80,85,64,87,28,24,79,58,79,62,60,15,13,71,68
TX,Cameron County,86,76,72,69,71,37,21,53,55,8,12,19,2,0,14,16,15,2,7,0,0,3,4
TX,Camp County,92,69,57,58,64,39,17,49,68,62,68,60,28,20,37,54,44,52,23,19,1,46,52
TX,Carson County,92,77,73,71,88,37,4,23,18,22,49,61,27,3,5,31,6,21,8,4,4,27,39
TX,Cass County,59,65,63,63,53,41,15,62,61,55,60,59,15,25,35,44,53,39,40,10,6,40,43
TX,Castro County,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TX,Chambers County,81,75,67,75,73,38,24,52,51,40,45,48,24,15,39,39,39,39,46,19,14,38,45
TX,Cherokee County,75,69,60,63,66,30,16,46,45,63,50,61,23,23,38,44,50,40,47,13,15,38,42
TX,Childress County,42,37,40,44,45,40,35,44,50,48,51,43,36,30,34,36,35,41,34,30,20,35,47
TX,Clay County,92,72,87,86,92,83,18,72,76,30,83,77,11,7,17,11,68,37,11,6,3,53,66
TX,Coleman County,43,22,28,41,43,8,14,16,48,35,33,20,18,19,31,25,15,16,17,15,8,16,28
TX,Collin County,58,44,35,33,43,22,6,21,14,12,10,15,10,3,1,10,10,9,11,2,0,6,10
TX,Colorado County,86,70,68,75,67,34,15,76,75,68,75,69,43,18,49,64,63,62,70,20,10,48,51
TX,Comal County,73,62,56,56,53,22,12,36,41,36,29,33,15,9,20,27,30,22,21,5,2,23,25
TX,Comanche County,72,86,64,57,58,46,11,51,60,54,26,49,38,18,37,49,60,48,54,17,17,50,33
TX,Cooke County,71,55,55,35,57,35,12,46,40,42,35,33,19,13,25,31,43,24,21,13,8,25,32
TX,Coryell County,69,66,55,55,40,18,11,44,37,38,39,40,14,7,29,35,34,30,31,2,0,24,27
TX,Crane County,7,42,6,9,NA,NA,NA,NA,5,5,5,8,NA,3,4,NA,5,NA,5,NA,3,9,5
TX,Crockett County,73,NA,72,72,116,NA,NA,NA,47,72,53,NA,NA,18,35,43,45,NA,NA,NA,NA,NA,NA
TX,Culberson County,NA,NA,NA,NA,207,158,197,NA,110,164,177,NA,222,227,NA,NA,178,150,NA,NA,NA,NA,NA
TX,Dallam County,105,112,135,133,199,191,51,69,71,79,108,92,55,36,58,83,72,74,67,48,32,59,70
TX,Dallas County,60,46,38,34,40,15,3,25,4,9,8,12,4,0,0,8,9,10,9,0,0,4,8
TX,Dawson County,20,24,28,23,28,9,10,22,22,22,20,18,10,9,15,16,19,15,14,10,7,14,19
TX,DeWitt County,86,73,59,59,43,19,11,46,41,41,38,49,14,8,25,34,42,29,32,6,7,31,29
TX,Deaf Smith County,85,64,60,52,60,42,31,58,54,59,56,51,43,32,55,56,49,51,43,40,29,46,43
TX,Delta County,107,90,81,86,90,69,18,85,76,78,75,79,18,69,34,83,65,70,80,26,24,66,82
TX,Denton County,65,50,41,40,50,25,8,27,24,21,11,16,10,3,3,15,13,13,15,3,0,9,15
TX,Dimmit County,103,76,67,61,110,23,18,58,51,86,47,72,36,36,42,59,44,46,78,20,10,35,47
TX,Donley County,294,99,215,85,299,250,45,99,147,152,94,35,79,70,31,42,73,82,78,37,27,129,98
TX,Duval County,112,26,78,34,26,17,20,9,15,37,39,19,7,6,8,11,37,8,25,3,5,7,19
TX,Eastland County,81,76,79,76,78,43,17,43,44,32,51,49,37,21,32,46,43,45,56,14,14,36,56
TX,Ector County,81,85,76,78,87,39,28,67,62,60,61,67,32,24,51,49,49,53,51,14,10,50,51
TX,El Paso County,58,64,53,47,54,19,2,32,38,2,6,6,0,0,2,5,4,3,8,0,0,1,2
TX,Ellis County,72,62,51,56,62,29,13,40,33,38,24,30,17,9,18,27,29,27,30,12,4,25,30
TX,Erath County,103,93,77,84,107,71,52,71,71,72,54,63,60,43,54,64,59,58,68,38,30,61,65
TX,Falls County,81,80,40,36,45,15,0,72,6,19,6,28,6,3,4,10,32,24,15,2,3,16,20
TX,Fannin County,71,61,44,54,48,28,13,35,45,44,38,43,24,17,31,38,39,32,42,11,3,33,36
TX,Fayette County,86,82,85,80,88,46,24,59,55,49,69,77,43,28,43,62,47,46,41,17,17,46,39
TX,Fisher County,25,80,15,30,52,NA,NA,20,26,38,44,NA,14,NA,21,NA,21,NA,50,5,4,NA,NA
TX,Fort Bend County,60,47,39,38,41,12,3,24,23,4,4,10,1,0,3,7,8,6,11,0,0,3,6
TX,Franklin County,108,86,75,94,96,63,30,65,46,52,75,90,34,35,40,56,66,53,54,11,26,52,42
TX,Freestone County,84,95,81,84,80,33,28,63,59,74,56,74,24,32,62,51,55,43,50,17,11,39,50
TX,Frio County,19,50,28,36,130,20,12,19,23,25,66,13,11,9,15,16,16,13,11,7,7,10,12
TX,Gaines County,117,85,77,76,160,24,17,55,40,54,48,62,15,10,48,59,51,44,57,27,14,50,40
TX,Galveston County,78,63,55,55,61,26,15,39,40,21,22,28,13,8,20,25,24,25,31,7,5,19,25
TX,Gillespie County,82,77,65,52,64,36,36,53,52,50,49,53,33,31,30,43,51,31,38,15,11,36,38
TX,Goliad County,86,83,55,86,50,22,5,89,90,88,77,46,14,3,17,13,23,16,11,1,0,12,16
TX,Gonzales County,88,79,72,74,71,36,26,61,71,67,61,66,42,27,55,45,54,41,42,15,10,51,43
TX,Gray County,102,95,96,86,84,59,48,80,94,80,80,73,48,46,69,67,73,62,54,38,31,63,67
TX,Grayson County,84,75,59,63,76,37,19,51,49,52,52,60,35,27,37,43,50,45,41,20,9,42,45
TX,Gregg County,80,77,74,75,76,52,30,63,66,70,72,56,17,19,39,53,57,56,57,24,13,49,56
TX,Grimes County,86,88,82,77,73,45,5,67,63,51,52,60,12,8,49,43,37,50,52,11,6,43,46
TX,Guadalupe County,77,69,63,62,61,24,19,45,44,39,33,38,18,12,25,33,34,32,31,2,3,27,33
TX,Hale County,85,69,78,85,70,47,37,70,57,58,64,62,41,39,68,57,52,57,63,46,8,63,59
TX,Hamilton County,95,54,43,48,57,44,15,47,47,26,25,39,28,43,30,38,26,20,32,6,5,42,16
TX,Hansford County,109,51,22,148,34,NA,NA,24,23,19,17,28,13,9,22,19,19,20,19,19,7,20,20
TX,Hardeman County,93,8,31,71,124,90,12,60,43,36,53,69,42,15,5,9,13,49,32,13,9,24,42
TX,Hardin County,84,80,73,71,68,19,9,54,49,54,46,50,4,5,23,33,32,33,36,9,3,32,32
TX,Harris County,70,58,51,51,52,23,9,34,36,12,14,21,6,3,11,17,19,18,23,3,1,12,15
TX,Harrison County,93,84,74,74,70,51,25,56,65,70,60,69,27,24,45,47,46,48,50,23,14,47,44
TX,Hays County,89,78,59,61,58,21,13,43,43,35,29,34,13,8,17,26,25,22,23,3,1,22,23
TX,Hemphill County,NA,37,63,NA,NA,NA,NA,NA,55,41,29,55,34,25,43,44,37,34,22,23,23,33,31
TX,Henderson County,75,73,59,60,55,24,14,54,45,50,50,49,13,17,21,33,44,39,40,9,6,35,41
TX,Hidalgo County,84,77,68,65,70,36,15,45,41,42,39,9,1,0,13,14,15,9,14,0,0,7,6
TX,Hill County,79,68,64,54,65,26,17,49,53,61,43,56,22,10,35,42,40,37,44,9,6,40,38
TX,Hockley County,76,32,43,44,48,12,15,38,40,42,35,34,20,10,33,29,30,31,31,17,10,30,32
TX,Hood County,67,65,53,57,59,41,20,49,43,50,33,36,28,13,27,41,36,38,33,14,10,33,40
TX,Hopkins County,77,66,55,56,80,37,25,52,44,55,53,52,32,30,44,61,55,48,40,17,12,41,40
TX,Houston County,78,34,51,36,30,18,9,48,47,59,34,34,22,24,37,27,44,35,43,2,6,47,28
TX,Howard County,69,67,64,84,75,55,35,76,60,65,70,62,37,32,54,46,56,53,54,34,16,48,53
TX,Hunt County,81,68,60,63,77,34,17,55,49,32,35,41,15,10,30,37,38,35,45,12,4,36,35
TX,Hutchinson County,106,95,81,83,76,51,42,64,70,61,70,79,54,35,64,73,64,61,59,27,18,64,49
TX,Jack County,69,56,44,42,58,47,32,28,45,53,29,53,15,9,35,32,27,24,27,13,11,23,27
TX,Jackson County,87,79,61,62,72,46,12,55,57,53,54,54,20,13,40,61,48,44,44,8,15,43,35
TX,Jasper County,83,55,58,56,44,25,18,52,43,48,42,49,11,15,28,21,28,28,30,12,11,32,27
TX,Jefferson County,82,81,72,73,69,32,18,55,59,56,54,53,13,6,39,44,47,45,48,17,8,39,44
TX,Jim Hogg County,85,73,32,51,57,64,23,39,28,25,27,25,27,12,21,30,21,21,21,14,11,28,22
TX,Jim Wells County,65,79,55,62,69,24,17,40,36,34,36,33,16,10,25,24,29,22,30,5,10,24,24
TX,Johnson County,75,62,50,48,57,25,11,43,41,35,35,35,15,9,22,31,29,27,29,7,2,27,31
TX,Jones County,101,36,40,87,90,30,7,31,35,79,72,51,15,13,13,22,58,34,64,7,7,25,21
TX,Karnes County,93,90,83,83,80,53,49,73,56,78,62,71,41,37,54,68,64,63,70,19,19,60,55
TX,Kaufman County,77,67,57,55,61,30,12,42,35,32,26,33,15,7,19,27,29,31,31,11,3,27,26
TX,Kendall County,63,69,50,49,45,19,10,29,25,27,27,34,20,15,19,32,26,22,23,6,10,19,21
TX,Kerr County,91,85,77,73,68,29,26,60,67,66,59,66,44,28,47,49,64,45,46,3,6,43,50
TX,Kimble County,NA,25,76,90,49,61,50,47,40,56,56,25,30,41,47,39,26,30,33,25,16,23,29
TX,Kleberg County,79,72,67,75,72,47,39,64,62,63,57,55,31,13,46,49,49,51,48,25,13,47,48
TX,La Salle County,78,75,78,114,190,197,14,74,103,102,120,160,25,22,26,72,82,41,56,10,11,17,16
TX,Lamar County,74,73,67,70,78,46,21,56,63,64,59,66,35,32,46,52,67,55,53,28,21,59,60
TX,Lamb County,20,13,44,30,14,5,1,20,21,31,29,25,5,3,14,15,14,19,18,5,4,10,22
TX,Lampasas County,80,89,66,52,34,18,6,33,22,28,19,28,18,5,14,23,19,14,14,1,1,18,26
TX,Lavaca County,75,81,68,65,66,29,31,56,54,55,55,61,39,43,58,61,47,51,49,18,14,39,50
TX,Lee County,72,65,52,64,62,21,21,43,48,43,55,48,23,17,26,42,38,28,30,5,6,37,40
TX,Leon County,92,75,72,76,68,35,20,56,61,62,56,63,15,45,39,38,47,43,39,7,10,58,36
TX,Liberty County,77,64,61,60,57,29,12,44,46,40,42,45,17,13,35,35,41,32,39,12,6,32,31
TX,Limestone County,72,62,55,76,66,19,10,50,44,42,47,50,30,33,47,31,36,30,23,8,4,43,41
TX,Live Oak County,96,99,100,113,133,132,40,96,96,90,104,93,79,45,85,81,93,74,97,40,7,43,87
TX,Llano County,94,70,54,53,62,23,35,57,49,51,33,33,24,28,24,23,35,33,20,5,9,28,28
TX,Loving County,123,170,117,93,110,70,71,109,113,100,99,68,98,101,80,100,120,105,138,101,54,64,114
TX,Lubbock County,90,84,78,78,81,36,30,68,65,68,66,70,36,25,43,50,50,57,57,30,12,52,58
TX,Madison County,80,65,58,61,50,49,10,42,41,29,34,45,25,16,27,21,30,35,31,11,11,26,33
TX,Marion County,77,64,65,58,64,40,13,47,63,45,61,46,21,12,33,32,33,22,33,24,5,34,14
TX,Martin County,87,86,93,91,92,84,40,72,85,83,74,88,68,33,56,79,46,82,75,4,2,57,59
TX,Matagorda County,69,71,56,58,64,22,23,35,37,37,40,41,25,26,34,38,31,31,28,10,4,23,28
TX,Maverick County,87,84,80,70,74,44,26,57,51,55,55,59,48,29,47,46,42,43,43,20,6,39,27
TX,McCulloch County,86,84,72,70,86,50,46,70,88,75,79,80,77,51,63,70,66,63,54,29,38,61,64
TX,McLennan County,94,90,80,79,82,41,23,71,46,53,54,65,33,18,38,56,55,52,50,14,6,52,59
TX,Medina County,79,59,61,58,53,24,12,33,40,33,30,38,19,8,26,24,24,21,20,4,4,24,21
TX,Midland County,83,84,78,77,83,39,30,68,65,65,63,67,36,18,54,58,60,60,57,24,12,56,60
TX,Milam County,77,55,46,50,47,8,5,36,31,18,16,28,9,7,13,27,17,20,20,6,1,17,22
TX,Mills County,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,23,NA,35,34,22,53,38,35,21,19,9,NA,31
TX,Mitchell County,37,34,43,96,74,17,23,40,41,37,44,27,27,7,27,23,30,25,29,4,8,24,26
TX,Montague County,79,62,49,62,58,29,17,28,49,37,50,38,22,14,21,30,32,38,17,11,5,28,35
TX,Montgomery County,76,63,56,59,58,29,13,43,42,33,33,40,10,7,20,29,30,27,33,7,6,25,27
TX,Moore County,95,78,77,71,74,61,50,76,81,73,73,77,56,47,77,64,75,65,66,50,22,63,57
TX,Morris County,89,74,58,61,81,33,7,39,55,71,69,62,26,10,38,44,50,44,46,13,2,57,34
TX,Nacogdoches County,111,110,97,94,98,77,45,84,81,102,89,110,50,48,63,57,63,58,65,23,22,66,62
TX,Navarro County,71,65,51,46,70,31,16,45,41,47,29,36,13,13,32,39,44,34,32,9,2,33,35
TX,Newton County,86,87,91,75,64,33,10,48,33,67,56,86,11,5,19,14,21,60,44,14,13,20,27
TX,Nolan County,82,97,76,147,163,45,33,41,67,73,58,72,39,29,38,61,49,61,44,27,12,38,52
TX,Nueces County,85,82,79,77,84,33,25,54,55,51,47,38,14,3,30,38,39,38,43,4,1,31,34
TX,Ochiltree County,102,89,98,95,89,67,56,80,93,84,77,91,40,52,75,62,74,76,72,50,15,68,83
TX,Orange County,95,86,84,78,72,34,17,57,58,58,51,52,17,13,28,38,36,39,44,15,7,30,34
TX,Palo Pinto County,69,54,39,41,60,28,18,36,39,35,36,35,21,21,28,31,40,37,26,12,8,28,32
TX,Panola County,108,87,68,87,81,45,33,52,70,95,77,70,32,27,51,48,54,39,45,19,23,32,42
TX,Parker County,77,64,55,57,63,36,14,45,46,39,41,44,27,15,27,35,37,35,36,16,6,33,41
TX,Parmer County,104,100,59,49,98,46,8,49,50,76,81,48,33,10,45,65,47,45,59,50,8,63,59
TX,Pecos County,44,65,93,56,62,64,32,57,53,124,123,57,36,31,34,38,46,37,65,19,15,30,31
TX,Polk County,91,71,65,71,63,34,23,69,61,56,65,64,6,15,28,31,33,33,41,11,11,43,37
TX,Potter County,89,83,83,78,78,47,32,66,66,66,67,71,43,27,59,43,49,53,53,33,16,52,49
TX,Rains County,45,55,53,46,38,12,8,44,22,27,21,25,7,26,25,11,38,32,23,2,4,32,14
TX,Randall County,95,89,88,81,80,42,20,59,60,58,49,58,37,17,51,45,29,46,46,26,11,42,46
TX,Reagan County,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TX,Red River County,76,73,91,68,95,19,7,55,89,76,69,70,31,26,47,49,75,33,48,24,2,56,51
TX,Reeves County,130,82,126,157,270,111,54,93,141,120,87,103,49,73,82,85,91,81,86,28,23,34,58
TX,Refugio County,58,56,119,58,39,23,4,29,30,29,34,36,23,9,23,30,34,28,30,2,3,32,16
TX,Robertson County,77,60,66,65,63,18,6,48,36,47,47,47,21,13,39,44,42,50,61,4,8,23,34
TX,Rockwall County,62,55,45,48,53,32,15,35,32,18,23,27,13,6,11,21,25,22,25,10,3,20,25
TX,Runnels County,89,59,35,40,36,4,7,18,38,29,38,36,12,9,12,12,16,18,11,0,1,8,11
TX,Rusk County,81,76,67,66,67,41,21,51,49,58,56,64,20,22,40,40,42,45,45,17,14,40,32
TX,Sabine County,86,57,68,49,54,20,115,57,24,30,31,39,18,97,50,15,26,13,18,10,19,31,22
TX,San Augustine County,93,79,83,70,113,42,24,67,54,78,77,87,23,28,27,51,23,23,22,3,5,30,26
TX,San Jacinto County,80,68,65,74,63,30,7,61,52,53,40,58,7,6,28,33,41,27,27,8,0,47,24
TX,San Patricio County,80,83,67,80,91,20,14,39,43,36,34,33,12,7,22,24,25,24,31,4,2,18,22
TX,San Saba County,101,58,47,35,71,NA,20,54,40,42,59,47,34,35,23,44,43,27,22,10,24,44,28
TX,Scurry County,76,80,70,92,85,47,25,92,66,71,62,66,23,9,62,64,51,53,51,11,8,46,68
TX,Shelby County,84,73,79,78,71,54,29,61,65,64,66,73,39,30,46,44,37,49,43,13,7,42,51
TX,Smith County,82,76,74,73,79,50,24,60,63,68,65,73,7,10,32,48,49,50,51,22,13,44,51
TX,Somervell County,71,45,40,39,56,23,21,39,39,35,38,37,13,16,32,28,32,22,24,13,6,34,35
TX,Starr County,75,66,46,43,41,28,21,39,41,27,9,22,8,4,12,19,18,10,13,3,0,5,5
TX,Stephens County,72,64,52,59,51,9,16,61,41,53,52,66,34,46,33,46,42,58,55,17,16,48,44
TX,Sutton County,NA,NA,NA,244,980,NA,443,NA,NA,364,99,108,127,79,322,227,404,NA,NA,53,39,NA,NA
TX,Swisher County,102,83,54,NA,NA,NA,NA,10,10,11,23,NA,NA,16,16,16,16,27,26,NA,NA,NA,17
TX,Tarrant County,67,58,48,47,53,25,6,31,30,16,18,25,11,2,8,19,20,19,21,2,0,14,19
TX,Taylor County,93,91,82,87,92,50,34,76,74,82,73,75,52,31,61,64,64,70,67,24,11,57,68
TX,Terry County,15,23,12,14,15,5,4,10,19,8,9,8,6,4,6,8,10,11,9,4,0,6,7
TX,Titus County,73,64,72,70,67,57,34,57,62,68,61,59,31,34,49,54,63,41,39,22,9,48,49
TX,Tom Green County,83,86,80,85,86,35,39,75,70,70,64,69,41,25,52,59,61,60,59,22,11,53,57
TX,Travis County,73,58,46,41,42,10,5,29,26,8,10,16,4,1,0,10,11,5,4,0,0,4,5
TX,Trinity County,90,66,55,77,47,14,8,24,21,25,25,24,6,15,19,17,22,21,11,0,5,22,8
TX,Tyler County,70,49,67,48,31,20,18,41,25,33,36,41,3,5,19,19,24,18,31,4,2,26,24
TX,Upshur County,88,78,70,76,70,33,15,59,69,64,62,54,11,16,34,41,45,50,49,16,6,45,41
TX,Upton County,30,28,52,26,64,NA,4,83,80,36,101,34,21,3,5,6,9,10,8,6,2,9,36
TX,Uvalde County,78,71,75,76,80,51,34,61,61,66,56,56,33,31,55,52,49,44,47,25,17,46,46
TX,Val Verde County,78,81,70,67,69,47,43,61,54,56,59,44,11,7,36,52,49,49,53,16,2,37,40
TX,Van Zandt County,90,73,76,57,66,33,13,58,54,53,49,54,20,11,34,47,50,48,50,17,6,42,42
TX,Victoria County,77,76,74,75,71,51,30,58,62,60,60,60,37,26,49,54,55,41,46,11,12,37,46
TX,Walker County,111,99,93,93,101,46,26,68,64,74,73,88,39,28,54,62,67,78,66,24,17,55,63
TX,Waller County,78,71,61,64,71,51,16,57,59,43,49,53,27,12,28,40,41,32,34,12,6,30,39
TX,Ward County,48,73,63,50,76,26,11,36,29,47,35,46,22,17,19,26,39,29,55,11,7,21,22
TX,Washington County,91,77,76,89,69,62,43,72,79,66,79,77,52,46,52,68,59,59,61,27,32,54,63
TX,Webb County,87,73,64,56,67,31,15,49,44,46,46,49,22,4,37,44,41,31,37,6,0,29,32
TX,Wharton County,66,63,49,51,63,26,20,45,46,37,38,35,21,18,26,32,38,33,34,13,15,29,31
TX,Wheeler County,95,67,96,48,82,11,28,88,46,66,95,77,41,15,44,40,57,48,28,21,18,39,42
TX,Wichita County,91,76,75,75,79,44,23,60,67,70,61,67,5,3,29,42,40,43,43,15,4,44,55
TX,Wilbarger County,78,68,80,78,82,65,51,71,72,85,89,92,59,48,58,68,77,89,72,45,34,74,78
TX,Willacy County,57,42,24,54,51,13,11,15,13,9,8,8,3,0,5,5,5,2,8,0,0,6,3
TX,Williamson County,68,57,44,42,40,14,6,27,30,12,12,19,7,2,3,14,17,9,10,0,0,7,11
TX,Wilson County,78,72,71,60,53,17,15,49,45,36,39,41,19,9,28,36,37,32,30,5,5,32,27
TX,Winkler County,71,59,63,52,80,48,8,39,45,39,60,43,8,8,37,37,31,40,33,7,3,7,25
TX,Wise County,78,71,57,63,69,43,15,53,54,47,48,52,35,21,28,41,44,47,42,14,6,37,50
TX,Wood County,79,77,64,64,71,26,22,49,49,44,48,47,19,16,27,36,42,35,32,4,3,30,34
TX,Yoakum County,51,53,50,54,67,10,8,25,24,32,42,48,12,8,33,26,20,34,25,10,4,20,21
TX,Young County,83,77,80,85,126,57,41,65,61,73,80,83,50,42,56,61,49,49,52,26,30,63,66
TX,Zapata County,75,81,57,51,77,35,37,40,57,55,59,60,41,32,52,58,45,46,45,23,15,37,37
TX,Zavala County,119,45,58,58,97,13,11,42,44,16,39,31,40,18,15,24,15,17,12,2,5,29,15
